precision,recall,threshold
0.06633283029222116,1.0,0.0
0.08284734133790737,0.9989658738366081,0.001088765449821949
0.08285444720816537,0.9989658738366081,0.0021857924293726683
0.09084034407789016,0.9937952430196484,0.004781327676028013
0.09084893174513141,0.9937952430196484,0.006756756920367479
0.09828971770039151,0.9865563598759048,0.006846648640930653
0.0982998454404946,0.9865563598759048,0.007062104996293783
0.09830997526793075,0.9865563598759048,0.007626209408044815
0.09832010718334536,0.9865563598759048,0.010785060003399849
0.09833024118738404,0.9865563598759048,0.010915635153651237
0.09834037728069271,0.9865563598759048,0.013092108070850372
0.09835051546391753,0.9865563598759048,0.013930450193583965
0.0983809425595545,0.9865563598759048,0.014084507711231709
0.09925972265665728,0.984488107549121,0.015671296045184135
0.09927007299270073,0.984488107549121,0.01926475577056408
0.09934258582907232,0.984488107549121,0.02631578966975212
0.10631793478260869,0.9710444674250258,0.03448275849223137
0.11171301312146383,0.9596690796277145,0.03703703731298447
0.11445857513273244,0.9586349534643226,0.04313671216368675
0.11447270931094097,0.9586349534643226,0.04445691034197807
0.1144868469803631,0.9586349534643226,0.05163511261343956
0.12367588389049387,0.9296794208893485,0.05204572528600693
0.12369290038525041,0.9296794208893485,0.052740052342414856
0.12370992156323105,0.9296794208893485,0.05346255749464035
0.12372694742636939,0.9296794208893485,0.0535077303647995
0.14046877561055565,0.8862461220268872,0.06338027864694595
0.1465353378261621,0.8769389865563598,0.0714285746216774
0.14738675958188152,0.8748707342295761,0.07469549775123596
0.14741244119184527,0.8748707342295761,0.07498836517333984
0.14743813175322412,0.8748707342295761,0.07575757801532745
0.15795519816197587,0.8531540847983454,0.0833333358168602
0.1673648931713448,0.8262668045501551,0.095238097012043
0.16896624920399067,0.8231644260599793,0.10526315867900848
0.17770193401592718,0.8076525336091003,0.10680655390024185
0.17774237596722803,0.8076525336091003,0.11082962155342102
0.17778283633052583,0.8076525336091003,0.1230769231915474
0.19372549019607843,0.766287487073423,0.12346067279577255
0.19377615062761505,0.766287487073423,0.1265966296195984
0.193826837562124,0.766287487073423,0.12728698551654816
0.1936159079016222,0.765253360910031,0.12871286273002625
0.19759497130363488,0.7476732161323681,0.14691942930221558
0.20804142552543406,0.7063081695966908,0.20045557618141174
0.23690572119258663,0.6080661840744571,0.20581641793251038
0.2370012091898428,0.6080661840744571,0.20936717092990875
0.23709677419354838,0.6080661840744571,0.25180408358573914
0.23728813559322035,0.6080661840744571,0.2526141107082367
0.23738393217601939,0.6080661840744571,0.25316089391708374
0.23747980613893377,0.6080661840744571,0.2533327341079712
0.23757575757575758,0.6080661840744571,0.2536671459674835
0.23767178658043653,0.6080661840744571,0.2537180781364441
0.23776789324706835,0.6080661840744571,0.2569611072540283
0.23786407766990292,0.6080661840744571,0.25738754868507385
0.23796033994334279,0.6080661840744571,0.2576132118701935
0.2380566801619433,0.6080661840744571,0.2577109932899475
0.23774807614418794,0.6070320579110652,0.25806450843811035
0.24113475177304963,0.5977249224405378,0.2586822211742401
0.24123539232053423,0.5977249224405378,0.2610749304294586
0.24133611691022966,0.5977249224405378,0.26159530878067017
0.24143692564745195,0.5977249224405378,0.2619927227497101
0.24153781863769327,0.5977249224405378,0.26440438628196716
0.24163879598662208,0.5977249224405378,0.2651515007019043
0.2554709800190295,0.5553257497414684,0.2681194841861725
0.2555925749643027,0.5553257497414684,0.269243061542511
0.2557142857142857,0.5553257497414684,0.26950353384017944
0.2704963747908533,0.5015511892450879,0.2929292917251587
0.33497536945812806,0.3516028955532575,0.2954394221305847
0.33530571992110453,0.3516028955532575,0.29611146450042725
0.33563672260612043,0.3516028955532575,0.31267842650413513
0.3349802371541502,0.3505687693898656,0.31688976287841797
0.334322453016815,0.34953464322647365,0.3214285671710968
0.3398963730569948,0.3391933815925543,0.40594059228897095
0.40717628705148207,0.26990692864529475,0.4197516143321991
0.4078125,0.26990692864529475,0.4439300298690796
0.4084507042253521,0.26990692864529475,0.4615384638309479
0.42482517482517484,0.2512926577042399,0.47096773982048035
0.4602409638554217,0.19751809720785937,0.5
0.4600484261501211,0.19648397104446744,0.5106382966041565
0.6017699115044248,0.140641158221303,0.5158416628837585
0.6044444444444445,0.140641158221303,0.5384615659713745
0.6255924170616114,0.13650465356773525,0.54666668176651
0.6352941176470588,0.11168562564632885,0.5829260945320129
0.6390532544378699,0.11168562564632885,0.5882353186607361
0.6540880503144654,0.10754912099276112,0.6467065811157227
0.7857142857142857,0.06825232678386763,0.7215189933776855
0.8666666666666667,0.04033092037228542,0.7383097410202026
0.8636363636363636,0.03929679420889348,0.7631579041481018
0.8611111111111112,0.03205791106514995,0.8738754391670227
0.8857142857142857,0.03205791106514995,0.9069767594337463
0.9473684210526315,0.01861427094105481,0.9245283007621765
1.0,0.005170630816959669,1.0
1.0,0.0,1.0
